12	172	172	0	0	172	0	0	172	0	12	0	12	0	0	0	0	132	0	12	0	347	12	0	0	0	12	172	0	12	172	0	12	172	172	12
12	172	172	0	0	172	0	0	172	0	12	0	12	0	0	0	0	132	0	12	0	347	12	0	0	0	12	172	0	12	172	0	12	172	172	12
12	172	172	0	0	172	0	0	172	0	12	0	12	0	0	0	0	132	0	12	0	347	12	0	0	0	12	172	0	12	172	0	12	172	172	12
12	172	172	0	0	172	0	0	172	0	12	0	12	0	0	0	0	132	0	12	0	347	12	0	0	0	12	172	0	12	172	0	12	172	172	12
12	172	172	0	0	172	0	0	172	0	12	0	12	0	0	0	0	132	0	12	0	347	12	0	0	0	12	172	0	12	172	0	12	172	172	12
12	172	172	0	0	172	0	0	172	0	12	0	12	0	0	0	0	132	0	12	0	347	12	0	0	0	12	172	0	12	172	0	12	172	172	12
478	478	478	478	478	478	478	478	478	478	476	478	478	478	478	477	478	478	478	478	478	478	478	478	478	477	477	476	478	478	477	478	478	478	478	476
478	478	478	478	478	478	478	478	478	478	476	478	478	478	478	477	478	478	478	478	478	478	478	478	478	477	477	476	478	478	477	478	478	478	478	476
478	478	478	478	478	478	478	478	478	478	476	478	478	478	478	477	478	478	478	478	478	478	478	478	478	477	477	476	478	478	477	478	478	478	478	476
478	478	478	478	478	478	478	478	478	478	476	478	478	478	478	477	478	478	478	478	478	478	478	478	478	477	477	476	478	478	477	478	478	478	478	476
478	478	478	478	478	478	478	478	478	478	476	478	478	478	478	477	478	478	478	478	478	478	478	478	478	477	477	476	478	478	477	478	478	478	478	476
478	478	478	478	478	478	478	478	478	478	476	478	478	478	478	477	478	478	478	478	478	478	478	478	478	477	477	476	478	478	477	478	478	478	478	476
186	187	187	187	187	185	187	187	185	186	186	187	187	186	187	187	185	187	187	0	187	187	186	187	187	187	187	187	186	187	187	187	186	187	187	186
186	187	187	187	187	185	187	187	185	186	186	187	187	186	187	187	185	187	187	0	187	187	186	187	187	187	187	187	186	187	187	187	186	187	187	186
186	187	187	187	187	185	187	187	185	186	186	187	187	186	187	187	185	187	187	0	187	187	186	187	187	187	187	187	186	187	187	187	186	187	187	186
186	187	187	187	187	185	187	187	185	186	186	187	187	186	187	187	185	187	187	0	187	187	186	187	187	187	187	187	186	187	187	187	186	187	187	186
186	187	187	187	187	185	187	187	185	186	186	187	187	186	187	187	185	187	187	0	187	187	186	187	187	187	187	187	186	187	187	187	186	187	187	186
186	187	187	187	187	185	187	187	185	186	186	187	187	186	187	187	185	187	187	0	187	187	186	187	187	187	187	187	186	187	187	187	186	187	187	186
47	218	218	218	218	17	218	218	218	218	218	0	218	218	218	218	96	47	131	47	218	218	218	218	218	218	218	218	218	218	218	218	218	218	218	218
47	218	218	218	218	17	218	218	218	218	218	0	218	218	218	218	96	47	131	47	218	218	218	218	218	218	218	218	218	218	218	218	218	218	218	218
47	218	218	218	218	17	218	218	218	218	218	0	218	218	218	218	96	47	131	47	218	218	218	218	218	218	218	218	218	218	218	218	218	218	218	218
47	218	218	218	218	17	218	218	218	218	218	0	218	218	218	218	96	47	131	47	218	218	218	218	218	218	218	218	218	218	218	218	218	218	218	218
47	218	218	218	218	17	218	218	218	218	218	0	218	218	218	218	96	47	131	47	218	218	218	218	218	218	218	218	218	218	218	218	218	218	218	218
47	218	218	218	218	17	218	218	218	218	218	0	218	218	218	218	96	47	131	47	218	218	218	218	218	218	218	218	218	218	218	218	218	218	218	218
47	23	23	0	47	23	7	0	0	7	0	23	47	0	0	7	0	47	0	47	0	0	7	0	0	0	7	0	0	7	23	23	7	0	0	0
47	23	23	0	47	23	7	0	0	7	0	23	47	0	0	7	0	47	0	47	0	0	7	0	0	0	7	0	0	7	23	23	7	0	0	0
47	23	23	0	47	23	7	0	0	7	0	23	47	0	0	7	0	47	0	47	0	0	7	0	0	0	7	0	0	7	23	23	7	0	0	0
202	202	23	202	202	23	202	202	0	202	202	23	202	202	202	202	202	202	202	8	202	202	8	202	202	201	8	0	202	202	202	202	202	202	202	202
202	202	23	202	202	23	202	202	0	202	202	23	202	202	202	202	202	202	202	8	202	202	8	202	202	201	8	0	202	202	202	202	202	202	202	202
202	202	23	202	202	23	202	202	0	202	202	23	202	202	202	202	202	202	202	8	202	202	8	202	202	201	8	0	202	202	202	202	202	202	202	202
202	202	0	202	202	0	202	202	0	202	202	0	202	202	202	202	202	202	202	8	202	202	8	202	202	201	8	0	202	202	202	202	202	202	202	202
202	202	0	202	202	0	202	202	0	202	202	0	202	202	202	202	202	202	202	8	202	202	8	202	202	201	8	0	202	202	202	202	202	202	202	202
202	202	0	202	202	0	202	202	0	202	202	0	202	202	202	202	202	202	202	8	202	202	8	202	202	201	8	0	202	202	202	202	202	202	202	202
165	166	166	165	166	166	166	166	164	166	166	164	166	166	166	166	166	166	166	164	166	166	164	166	166	166	166	166	164	166	166	165	164	165	164	166
165	166	166	165	166	166	166	166	164	166	166	164	166	166	166	166	166	166	166	164	166	166	164	166	166	166	166	166	164	166	166	165	164	165	164	166
165	166	166	165	166	166	166	166	164	166	166	164	166	166	166	166	166	166	166	164	166	166	164	166	166	166	166	166	164	166	166	165	164	165	164	166
165	166	166	165	166	166	166	166	164	166	166	164	166	166	166	166	166	166	166	164	166	166	164	166	166	166	166	166	164	166	166	165	164	165	164	166
165	166	166	165	166	166	166	166	164	166	166	164	166	166	166	166	166	166	166	164	166	166	164	166	166	166	166	166	164	166	166	165	164	165	164	166
165	166	166	165	166	166	166	166	164	166	166	164	166	166	166	166	166	166	166	164	166	166	164	166	166	166	166	166	164	166	166	165	164	165	164	166
250	249	249	249	249	250	249	250	250	250	249	250	250	250	250	250	250	250	249	250	250	250	248	250	250	250	250	250	248	250	250	250	247	250	250	249
250	249	249	249	249	250	249	250	250	250	249	250	250	250	250	250	250	250	249	250	250	250	248	250	250	250	250	250	248	250	250	250	247	250	250	249
250	249	249	249	249	250	249	250	250	250	249	250	250	250	250	250	250	250	249	250	250	250	248	250	250	250	250	250	248	250	250	250	247	250	250	249
250	249	249	249	249	250	249	250	250	250	249	250	250	250	250	250	250	250	249	250	250	250	248	250	250	250	250	250	248	250	250	250	247	250	250	249
250	249	249	249	249	250	249	250	250	250	249	250	250	250	250	250	250	250	249	250	250	250	248	250	250	250	250	250	248	250	250	250	247	250	250	249
250	249	249	249	249	250	249	250	250	250	249	250	250	250	250	250	250	250	249	250	250	250	248	250	250	250	250	250	248	250	250	250	247	250	250	249
279	278	278	277	278	279	277	279	279	279	278	279	279	279	279	279	279	279	278	279	279	279	278	279	279	279	279	279	278	279	279	279	278	279	279	278
279	278	278	277	278	279	277	279	279	279	278	279	279	279	279	279	279	279	278	279	279	279	278	279	279	279	279	279	278	279	279	279	278	279	279	278
279	278	278	277	278	279	277	279	279	279	278	279	279	279	279	279	279	279	278	279	279	279	278	279	279	279	279	279	278	279	279	279	278	279	279	278
279	278	278	277	278	279	277	279	279	279	278	279	279	279	279	279	279	279	278	279	279	279	278	279	279	279	279	279	278	279	279	279	278	279	279	278
279	278	278	277	278	279	277	279	279	279	278	279	279	279	279	279	279	279	278	279	279	279	278	279	279	279	279	279	278	279	279	279	278	279	279	278
279	278	278	277	278	279	277	279	279	279	278	279	279	279	279	279	279	279	278	279	279	279	278	279	279	279	279	279	278	279	279	279	278	279	279	278
272	273	273	273	273	272	273	273	273	273	273	272	273	273	273	273	272	272	272	272	273	273	273	273	273	273	273	273	273	273	273	273	273	273	273	273
272	273	273	273	273	272	273	273	273	273	273	272	273	273	273	273	272	272	272	272	273	273	273	273	273	273	273	273	273	273	273	273	273	273	273	273
272	273	273	273	273	272	273	273	273	273	273	272	273	273	273	273	272	272	272	272	273	273	273	273	273	273	273	273	273	273	273	273	273	273	273	273
272	273	273	273	273	272	273	273	273	273	273	272	273	273	273	273	272	272	272	272	273	273	273	273	273	273	273	273	273	273	273	273	273	273	273	273
272	273	273	273	273	272	273	273	273	273	273	272	273	273	273	273	272	272	272	272	273	273	273	273	273	273	273	273	273	273	273	273	273	273	273	273
272	273	273	273	273	272	273	273	273	273	273	272	273	273	273	273	272	272	272	272	273	273	273	273	273	273	273	273	273	273	273	273	273	273	273	273
283	283	0	283	283	282	283	283	282	283	283	282	283	283	283	283	283	283	283	282	283	283	281	283	283	283	283	283	16	282	282	282	283	282	282	283
283	283	0	283	283	282	283	283	282	283	283	282	283	283	283	283	283	283	283	282	283	283	281	283	283	283	283	283	16	282	282	282	283	282	282	283
283	283	0	283	283	282	283	283	282	283	283	282	283	283	283	283	283	283	283	282	283	283	281	283	283	283	283	283	16	282	282	282	283	282	282	283
283	283	60	283	283	282	283	283	282	283	283	282	283	283	283	283	283	283	283	282	283	283	281	283	283	283	283	283	16	282	282	282	283	282	282	283
283	283	60	283	283	282	283	283	282	283	283	282	283	283	283	283	283	283	283	282	283	283	281	283	283	283	283	283	16	282	282	282	283	282	282	283
283	283	60	283	283	282	283	283	282	283	283	282	283	283	283	283	283	283	283	282	283	283	281	283	283	283	283	283	16	282	282	282	283	282	282	283
307	307	307	307	307	307	307	307	307	307	307	307	307	307	306	307	307	307	307	307	307	307	307	306	307	307	307	307	306	306	307	306	306	303	303	307
307	307	307	307	307	307	307	307	307	307	307	307	307	307	306	307	307	307	307	307	307	307	307	306	307	307	307	307	306	306	307	306	306	303	303	307
307	307	307	307	307	307	307	307	307	307	307	307	307	307	306	307	307	307	307	307	307	307	307	306	307	307	307	307	306	306	307	306	306	303	303	307
307	307	307	307	307	307	307	307	307	307	307	307	307	307	306	307	307	307	307	307	307	307	307	306	307	307	307	307	306	306	307	306	306	303	303	307
307	307	307	307	307	307	307	307	307	307	307	307	307	307	306	307	307	307	307	307	307	307	307	306	307	307	307	307	306	306	307	306	306	303	303	307
307	307	307	307	307	307	307	307	307	307	307	307	307	307	306	307	307	307	307	307	307	307	307	306	307	307	307	307	306	306	307	306	306	303	303	307
0	25	0	18	0	25	18	0	0	83	18	25	0	83	0	0	18	0	83	18	0	25	18	25	0	25	18	83	0	18	83	0	18	83	83	18
0	25	0	18	0	25	18	0	0	83	18	25	0	83	0	0	18	0	83	18	0	25	18	25	0	25	18	83	0	18	83	0	18	83	83	18
0	25	0	18	0	25	18	0	0	83	18	25	0	83	0	0	18	0	83	18	0	25	18	25	0	25	18	83	0	18	83	0	18	83	83	18
26	25	0	26	0	25	0	26	0	83	26	25	26	83	42	0	0	42	83	26	42	25	42	25	0	25	0	83	42	0	83	0	26	83	83	26
26	25	0	26	0	25	0	26	0	83	26	25	26	83	42	0	0	42	83	26	42	25	42	25	0	25	0	83	42	0	83	0	26	83	83	26
26	25	0	26	0	25	0	26	0	83	26	25	26	83	42	0	0	42	83	26	42	25	42	25	0	25	0	83	42	0	83	0	26	83	83	26
341	341	341	341	340	340	341	341	341	341	341	340	340	340	340	339	341	341	341	341	338	341	340	341	341	341	340	341	341	341	341	341	341	341	341	341
341	341	341	341	340	340	341	341	341	341	341	340	340	340	340	339	341	341	341	341	338	341	340	341	341	341	340	341	341	341	341	341	341	341	341	341
341	341	341	341	340	340	341	341	341	341	341	340	340	340	340	339	341	341	341	341	338	341	340	341	341	341	340	341	341	341	341	341	341	341	341	341
341	341	341	341	340	340	341	341	341	341	341	340	340	340	340	339	341	341	341	341	338	341	340	341	341	341	340	341	341	341	341	341	341	341	341	341
341	341	341	341	340	340	341	341	341	341	341	340	340	340	340	339	341	341	341	341	338	341	340	341	341	341	340	341	341	341	341	341	341	341	341	341
341	341	341	341	340	340	341	341	341	341	341	340	340	340	340	339	341	341	341	341	338	341	340	341	341	341	340	341	341	341	341	341	341	341	341	341
120	0	0	120	0	0	32	29	29	0	32	32	112	29	0	0	0	32	0	120	32	0	32	0	0	0	32	112	0	0	112	112	32	29	29	32
120	0	0	120	0	0	32	29	29	0	32	32	112	29	0	0	0	32	0	120	32	0	32	0	0	0	32	112	0	0	112	112	32	29	29	32
120	0	0	120	0	0	32	29	29	0	32	32	112	29	0	0	0	32	0	120	32	0	32	0	0	0	32	112	0	0	112	112	32	29	29	32
324	323	318	324	324	323	324	324	323	324	324	324	324	323	324	324	324	324	321	324	324	323	324	324	324	324	323	324	323	324	324	324	323	324	323	323
324	323	318	324	324	323	324	324	323	324	324	324	324	323	324	324	324	324	321	324	324	323	324	324	324	324	323	324	323	324	324	324	323	324	323	323
324	323	318	324	324	323	324	324	323	324	324	324	324	323	324	324	324	324	321	324	324	323	324	324	324	324	323	324	323	324	324	324	323	324	323	323
324	323	318	324	324	323	324	324	323	324	324	324	324	323	324	324	324	324	321	324	324	323	324	324	324	324	323	324	323	324	324	324	323	324	323	323
324	323	318	324	324	323	324	324	323	324	324	324	324	323	324	324	324	324	321	324	324	323	324	324	324	324	323	324	323	324	324	324	323	324	323	323
324	323	318	324	324	323	324	324	323	324	324	324	324	323	324	324	324	324	321	324	324	323	324	324	324	324	323	324	323	324	324	324	323	324	323	323
0	65	65	36	0	65	36	0	65	45	36	37	0	45	0	65	0	65	45	0	65	45	0	0	37	0	37	0	0	0	37	37	0	45	45	0
0	65	65	36	0	65	36	0	65	45	36	37	0	45	0	65	0	65	45	0	65	45	0	0	37	0	37	0	0	0	37	37	0	45	45	0
0	65	65	36	0	65	36	0	65	45	36	37	0	45	0	65	0	65	45	0	65	45	0	0	37	0	37	0	0	0	37	37	0	45	45	0
294	293	293	294	293	293	294	293	0	293	293	294	294	293	293	293	293	294	293	294	294	293	294	293	293	294	293	294	294	293	294	294	85	292	291	293
294	293	293	294	293	293	294	293	0	293	293	294	294	293	293	293	293	294	293	294	294	293	294	293	293	294	293	294	294	293	294	294	85	292	291	293
294	293	293	294	293	293	294	293	0	293	293	294	294	293	293	293	293	294	293	294	294	293	294	293	293	294	293	294	294	293	294	294	85	292	291	293
294	293	293	294	293	293	294	293	0	293	293	294	294	293	293	293	293	294	293	294	294	293	294	293	293	294	293	294	294	293	294	294	85	292	291	293
